ID;LocX;LocY;RegDens;RegPop;MedHHInc;MeanHHSz;CountMeth
692;-66.331860;18.419666;81;35223;13691;3.160000;1
693;-66.392110;18.440667;83;64054;13857;3.120000;0
698;-66.855880;18.065470;78;46384;11924;3.070000;1
006HH;-66.834530;18.473441;;0;0;0.000000;1
006XX;-67.888030;18.102537;;0;0;0.000000;1
703;-66.128270;18.246205;80;28752;12463;3.120000;1
704;-66.222910;17.970112;85;7593;11340;3.060000;0
705;-66.265420;18.129420;80;26493;12725;3.130000;0
707;-65.910180;18.014505;77;12741;11638;3.190000;1
714;-66.055530;17.987288;83;19117;11484;3.090000;0
715;-66.558690;18.003492;63;2268;10556;2.780000;1
716;-66.599660;17.999066;89;38859;15610;3.060000;0
717;-66.613750;18.004303;99;23083;11697;2.550000;0
718;-65.742940;18.220480;74;23753;11461;2.970000;1
719;-66.250990;18.294571;82;29921;12472;3.320000;0
720;-66.422660;18.217827;73;23844;9945;3.350000;1
723;-66.013110;18.023196;74;20152;12021;3.060000;1
725;-66.045020;18.233927;88;144024;16558;2.970000;0
728;-66.652180;18.013353;89;52069;14351;3.260000;0
729;-65.890900;18.356150;84;50982;14131;3.240000;1
730;-66.617280;18.022626;98;38828;10992;2.890000;1
731;-66.611920;18.077329;74;21351;13246;3.340000;1
735;-65.659880;18.258444;77;18004;16440;2.920000;0
736;-66.153770;18.112895;80;49673;13511;3.000000;0
738;-65.661160;18.322650;83;38173;15859;2.860000;1
739;-66.162720;18.169840;82;40450;15571;3.230000;1
740;-65.627620;18.331711;93;2539;9748;2.810000;0
741;-65.757660;18.160755;81;5819;13195;3.060000;0
745;-65.822770;18.366213;80;52362;15006;3.140000;0
751;-66.265350;17.993803;72;23895;11298;3.040000;0
754;-65.968310;18.156330;79;40997;12226;3.100000;0
757;-66.394570;17.986310;77;21665;11895;3.190000;1
765;-65.456040;18.125664;65;9106;9331;2.740000;1
766;-66.482090;18.126023;79;27913;11728;3.550000;0
767;-65.897040;18.072752;78;39246;12292;3.190000;0
769;-66.361100;18.092813;75;37597;12064;3.190000;0
771;-65.870890;18.187440;81;34485;14622;3.080000;0
772;-65.876060;18.427674;83;24890;8962;3.390000;1
773;-65.721340;18.361344;79;19817;13631;3.000000;1
775;-65.292580;18.311149;28;1868;17008;2.620000;1
777;-65.913160;18.224088;83;36452;13072;3.020000;0
778;-65.977910;18.258628;83;36743;16451;3.110000;0
780;-66.559400;18.068538;76;10017;12092;3.370000;1
782;-66.226700;18.223348;78;18897;11027;3.150000;1
783;-66.323060;18.304874;80;36867;11786;3.260000;0
784;-66.127790;17.984137;78;43926;12180;3.010000;0
791;-65.822690;18.147257;83;53216;14464;3.030000;1
794;-66.310580;18.204294;80;28909;11322;3.310000;1
795;-66.502900;18.036253;79;50531;12892;3.340000;1
007HH;-66.014590;17.981672;;0;0;0.000000;0
007XX;-66.555460;17.962234;;0;0;0.000000;1
901;-66.107860;18.465426;98;7418;9751;2.070000;0
906;-66.100790;18.464540;100;545;7361;2.790000;0
907;-66.077990;18.451131;99;22173;21485;2.020000;1
909;-66.067650;18.442282;99;7671;13840;2.360000;1
911;-66.057710;18.450090;100;9345;24987;1.970000;0
912;-66.059290;18.445946;100;7992;14506;2.380000;1
913;-66.042560;18.450907;100;10893;6450;2.810000;0
915;-66.048880;18.436995;100;35993;10038;2.620000;0
917;-66.051300;18.422263;100;26165;12068;2.470000;1
918;-66.064940;18.417668;98;18144;27639;2.180000;0
920;-66.090690;18.412420;95;19424;20759;2.440000;0
921;-66.086340;18.394019;99;45230;15923;2.670000;0
923;-66.038060;18.410681;100;31410;12594;2.620000;0
924;-66.011940;18.401917;99;62205;14820;2.880000;0
925;-66.050290;18.400006;99;8101;11970;2.400000;0
926;-66.056210;18.361363;95;102545;26306;2.900000;1
927;-66.068680;18.391840;98;16560;30625;2.500000;1
934;-66.121990;18.413511;77;722;37063;2.770000;1
949;-66.204210;18.433173;93;81694;18968;3.070000;0
952;-66.180150;18.429218;98;12028;14398;3.140000;1
953;-66.234150;18.368020;88;62470;20313;3.270000;0
956;-66.166430;18.342160;91;80844;17956;2.990000;1
957;-66.186700;18.369674;99;50620;17866;3.110000;0
959;-66.159440;18.387063;98;53465;22301;2.820000;1
961;-66.160340;18.412462;96;39407;23219;2.960000;0
962;-66.138470;18.437683;96;30071;12852;3.110000;1
965;-66.117030;18.431453;96;9397;10978;2.970000;1
966;-66.115220;18.398507;98;15785;49354;2.600000;0
968;-66.102510;18.408479;97;3885;38075;2.100000;0
969;-66.108890;18.366981;98;48787;35516;2.930000;1
971;-66.118770;18.329688;86;29136;16045;2.990000;0
976;-66.005610;18.346767;92;73465;22143;3.060000;1
979;-66.012710;18.431885;95;18681;29234;2.220000;1
982;-65.993140;18.409345;98;14641;20906;2.700000;1
983;-65.975820;18.414408;99;47396;20012;2.940000;1
985;-65.946910;18.374896;87;60824;18854;3.100000;0
987;-65.962750;18.372228;96;40879;23884;3.180000;1
009HH;-66.066530;18.435287;;0;0;0.000000;1
1001;-72.620290;42.070610;83;16475;45735;2.250000;1
1002;-72.503240;42.377651;77;36776;42567;2.460000;1
1005;-72.104430;42.412094;59;5079;50395;2.690000;0
1007;-72.411010;42.278424;68;12997;52425;2.650000;1
1008;-72.948290;42.174313;28;1234;52663;2.680000;0
1010;-72.205520;42.126038;56;3350;50181;2.670000;0
1011;-73.019590;42.271442;37;2085;45511;2.620000;0
1012;-72.843560;42.390836;34;521;50938;2.730000;1
1013;-72.603170;42.161492;93;22963;32412;2.340000;0
1020;-72.572660;42.175992;88;29325;37282;2.330000;0
1022;-72.556060;42.196666;75;2365;41083;1.980000;0
1026;-72.918130;42.465041;41;1079;42917;2.350000;1
1027;-72.686770;42.272790;73;17493;45921;2.350000;1
1028;-72.510210;42.066795;82;14195;62835;2.660000;1
1029;-73.042040;42.175896;40;581;46528;2.290000;0
1030;-72.672480;42.070774;81;11669;55724;2.730000;0
1031;-72.188330;42.330710;59;1243;44333;2.550000;1
1032;-72.815510;42.457920;33;201;52500;2.280000;0
1033;-72.518320;42.254563;67;6134;54173;2.690000;0
1034;-72.944640;42.086224;31;1929;53333;2.670000;0
1035;-72.573300;42.355490;67;4793;51851;2.450000;0
1036;-72.417360;42.064703;69;5076;65196;2.770000;0
1037;-72.195240;42.374202;38;740;56094;2.750000;1
1038;-72.608330;42.375155;69;2652;50030;2.440000;1
1039;-72.692600;42.381475;60;1085;53750;2.340000;1
1040;-72.624200;42.201891;85;39838;30441;2.570000;1
1050;-72.879430;42.290209;47;2385;49336;2.700000;1
1053;-72.702060;42.353105;71;1514;56094;2.320000;0
1054;-72.498800;42.479839;49;1453;60208;2.580000;0
1056;-72.470690;42.174893;79;21149;47053;2.550000;0
1057;-72.317010;42.089269;65;8299;52159;2.640000;0
1060;-72.635620;42.324539;84;16261;38739;1.930000;1
1062;-72.679160;42.324232;77;11172;47115;2.460000;1
1068;-72.044140;42.349769;53;1713;60781;2.900000;0
1069;-72.326470;42.176401;71;9879;42154;2.410000;0
1070;-72.916610;42.515853;32;548;36500;2.380000;0
1071;-72.851530;42.165931;55;1649;46500;2.730000;0
1072;-72.422090;42.486027;51;1489;56563;2.730000;1
1073;-72.727780;42.223885;66;5387;61831;2.710000;1
1075;-72.582440;42.234891;81;17254;46731;2.340000;1
1077;-72.769670;42.052830;70;8835;52296;2.660000;0
1080;-72.365180;42.180563;81;2585;39155;2.540000;0
1081;-72.225180;42.058024;59;1620;48125;2.600000;1
1082;-72.260680;42.270611;68;9955;37438;2.420000;1
1083;-72.202590;42.204680;64;2297;37250;2.670000;1
1084;-72.890430;42.379807;26;161;58125;3.220000;0
1085;-72.750300;42.133642;77;40734;45482;2.540000;0
1088;-72.632100;42.388831;56;522;40250;2.010000;0
1089;-72.640670;42.112793;85;27899;40266;2.330000;0
1092;-72.239040;42.210777;65;1126;33750;2.530000;1
1095;-72.440570;42.125310;76;13672;64691;2.710000;1
1096;-72.782720;42.415236;50;2641;46364;2.430000;1
1098;-72.938710;42.399054;37;1169;52734;2.440000;1
010HH;-72.596390;42.197480;;0;0;0.000000;1
1103;-72.591120;42.103294;98;2721;17899;1.700000;0
1104;-72.573380;42.130343;93;22401;29138;2.450000;0
1105;-72.579810;42.096644;99;13161;15648;2.310000;1
1106;-72.571210;42.050395;85;15903;74146;2.630000;1
1107;-72.606100;42.120193;98;11336;17574;3.000000;0
1108;-72.555230;42.084094;98;25755;32011;2.600000;1
1109;-72.550320;42.116277;96;30851;27463;2.840000;1
1118;-72.529100;42.093144;93;14199;47711;2.480000;0
1119;-72.509330;42.128442;92;13138;39728;2.540000;1
1128;-72.488570;42.095344;89;2917;57734;2.690000;1
1129;-72.489600;42.121031;87;7043;46076;2.510000;1
1151;-72.505310;42.153926;92;8290;27808;2.480000;1
011HH;-72.589760;42.095719;;0;0;0.000000;0
1201;-73.254000;42.453840;77;47658;36448;2.270000;0
1220;-73.118430;42.619727;70;9404;33102;2.210000;0
1222;-73.321770;42.057496;65;825;51250;2.740000;0
1223;-73.093360;42.314449;33;1764;48750;2.560000;1
1225;-73.165310;42.551731;61;2806;40399;2.530000;1
1226;-73.115480;42.476575;61;7858;49238;2.530000;1
1230;-73.352490;42.189715;54;9242;45630;2.280000;1
1235;-73.092780;42.433661;48;2538;42467;2.610000;1
1236;-73.362360;42.266874;65;2015;48281;2.370000;1
1237;-73.243650;42.557346;47;2449;45951;2.540000;0
1238;-73.232710;42.299263;59;6402;42538;2.420000;1
1240;-73.276830;42.362370;66;5285;43700;2.130000;0
1242;-73.246000;42.336557;82;106;80783;2.520000;0
1244;-73.203120;42.139104;;0;0;0.000000;1
1245;-73.208500;42.180659;35;973;50903;2.210000;0
1247;-73.101460;42.696064;70;17052;29288;2.250000;0
1253;-73.102050;42.198403;37;644;54107;2.450000;1
1254;-73.363360;42.374711;53;998;58125;2.430000;1
1255;-73.124450;42.088973;22;783;45469;2.340000;1
1256;-73.011230;42.592506;24;692;41477;2.420000;1
1257;-73.365920;42.102694;48;2335;45586;2.340000;1
1258;-73.457340;42.103122;11;134;53125;2.090000;1
1259;-73.246750;42.064500;34;521;56000;2.460000;0
1262;-73.314230;42.283216;63;772;37917;1.690000;1
1264;-73.203940;42.224905;25;233;49750;2.410000;0
1266;-73.364080;42.328535;50;1742;51818;2.350000;0
1267;-73.223550;42.689962;62;8749;51503;2.220000;0
012HH;-73.271250;42.329078;;0;0;0.000000;1
1301;-72.600990;42.605524;78;18483;33498;2.190000;0
1330;-72.811160;42.521131;41;1601;52361;2.480000;0
1331;-72.208360;42.579931;67;12899;35479;2.500000;0
1337;-72.555690;42.678023;51;2619;45903;2.570000;0
1338;-72.802010;42.569498;34;21;23750;1.750000;0
1339;-72.879390;42.626858;33;2051;46167;2.610000;1
1340;-72.731040;42.673371;39;1875;40455;2.630000;1
1341;-72.704030;42.508313;44;1745;55938;2.600000;0
1342;-72.609100;42.542322;49;1013;56776;2.550000;0
1344;-72.413970;42.607051;48;832;41250;2.480000;1
1346;-72.804950;42.669255;38;334;48438;2.850000;0
1349;-72.505250;42.573700;65;1644;35592;2.520000;0
1350;-72.976290;42.712257;10;55;25500;1.960000;0
1351;-72.525220;42.534976;60;2422;56102;2.440000;0
1355;-72.333450;42.485899;24;889;49500;2.460000;1
1360;-72.456500;42.682285;54;2951;49141;2.530000;0
1364;-72.292630;42.599614;66;7564;36836;2.460000;1
1366;-72.212270;42.474718;27;1174;47917;2.490000;1
1367;-72.909620;42.694883;21;374;41667;2.350000;1
1368;-72.170000;42.671012;32;1269;44856;2.820000;0
1370;-72.727550;42.603447;54;4351;45545;2.400000;1
1373;-72.624530;42.472734;62;5300;51544;2.410000;0
1375;-72.563030;42.449978;69;3787;37147;2.280000;1
1376;-72.544390;42.609425;73;6422;30062;2.260000;1
1378;-72.327300;42.667152;26;753;42083;2.590000;0
1379;-72.417240;42.547274;37;938;44722;2.370000;0
1380;-72.363150;42.594455;11;40;32083;2.110000;1
013HH;-72.496690;42.596990;;0;0;0.000000;0
1420;-71.803380;42.578689;84;39102;37004;2.500000;0
1430;-71.932870;42.658768;62;5569;55795;2.860000;1
1431;-71.813710;42.672005;59;2845;61000;2.890000;0
1432;-71.591360;42.549821;77;8029;46619;2.290000;0
1436;-72.080210;42.608903;70;3053;42466;2.620000;1
1438;-72.034980;42.563367;83;128;70250;2.780000;0
1440;-71.991830;42.575355;79;21111;37318;2.350000;1
1450;-71.557220;42.609887;70;9547;82869;2.900000;1
1451;-71.588800;42.505928;67;5031;108024;2.840000;0
1452;-71.996550;42.477515;55;3909;61462;2.970000;0
1453;-71.753580;42.526523;83;41447;44925;2.480000;0
1460;-71.490860;42.540052;75;8184;71384;2.720000;0
1462;-71.720510;42.582839;72;9401;56813;2.660000;0
1463;-71.592910;42.665686;75;11142;65163;2.890000;1
1464;-71.645550;42.559289;73;6368;53344;2.550000;1
1467;-71.624120;42.488666;59;208;105710;3.770000;0
1468;-72.068250;42.557796;63;3300;52561;2.820000;1
1469;-71.692040;42.658738;70;6072;64583;3.000000;0
1473;-71.902100;42.544622;65;6907;57755;2.730000;1
1474;-71.745790;42.669408;68;3131;58306;2.900000;1
1475;-72.046700;42.675441;68;9571;43516;2.760000;0
014HH;-71.930160;42.502879;;0;0;0.000000;1
1501;-71.838430;42.203610;81;15827;52030;2.490000;0
1503;-71.626660;42.380562;65;2380;65667;2.720000;0
1504;-71.529990;42.028147;79;8804;55163;2.710000;0
1505;-71.730260;42.338392;69;4008;67703;2.550000;0
1506;-72.097880;42.200374;66;3051;45655;2.530000;0
1507;-71.969620;42.135142;69;11263;63033;2.920000;1
1510;-71.684820;42.418836;88;13435;44740;2.380000;0
1515;-72.053120;42.212777;67;2097;51860;2.700000;1
1516;-71.728870;42.061437;65;7067;60369;2.840000;0
1518;-72.123940;42.125150;68;2306;53750;2.520000;1
1519;-71.687710;42.201674;76;5701;66534;2.740000;0
1520;-71.844350;42.338962;78;12702;64379;2.690000;1
1521;-72.161380;42.054676;65;2407;52073;2.680000;0
1522;-71.874190;42.369658;65;2919;63529;2.780000;1
1523;-71.679470;42.473131;70;7236;60885;2.790000;1
1524;-71.919080;42.238942;73;6178;55838;2.720000;0
1527;-71.762730;42.196144;79;12784;51415;2.530000;1
1529;-71.577990;42.036396;76;2724;57000;2.950000;1
1531;-72.122490;42.317121;42;907;55250;2.930000;0
1532;-71.646930;42.321917;79;14013;79781;2.830000;1
1534;-71.643760;42.140741;76;4710;59279;2.750000;0
1535;-72.078230;42.267274;67;4683;44286;2.550000;1
1536;-71.705230;42.231444;78;6430;54583;2.430000;0
1537;-71.889890;42.170846;70;1798;48064;2.210000;0
1540;-71.865700;42.117527;76;11523;54466;2.700000;0
1541;-71.882010;42.451569;56;3353;80993;2.870000;1
1542;-71.906520;42.194793;74;1926;61691;2.850000;0
1543;-71.964270;42.380877;64;6353;62846;2.770000;1
1545;-71.725020;42.286643;84;31658;64175;2.540000;0
1550;-72.035330;42.070827;79;17214;33913;2.410000;0
1560;-71.693830;42.177462;79;2776;44730;2.400000;1
1562;-71.992270;42.247212;72;11691;46598;2.530000;1
1564;-71.773330;42.436875;68;7257;67188;2.820000;0
1566;-72.085840;42.104581;66;5531;57989;2.560000;1
1568;-71.609710;42.173820;69;5629;78410;2.740000;0
1569;-71.629930;42.064978;73;11089;62231;2.800000;0
1570;-71.861090;42.047728;82;15700;38311;2.350000;1
1571;-71.917300;42.049864;75;10751;46753;2.530000;1
1581;-71.614090;42.269845;79;17997;73418;2.620000;0
1583;-71.787000;42.359842;74;6195;54402;2.560000;0
1585;-72.167350;42.242965;65;5569;42543;2.440000;0
1588;-71.672260;42.114195;80;8517;47448;2.620000;1
1590;-71.751220;42.131028;68;8250;75141;2.930000;1
015HH;-71.783880;42.166944;;0;0;0.000000;1
1602;-71.844820;42.272359;91;22983;47906;2.390000;0
1603;-71.837770;42.240526;95;17606;36092;2.550000;0
1604;-71.774590;42.255393;95;33519;37497;2.320000;0
1605;-71.788470;42.286543;94;24410;29348;2.460000;1
1606;-71.795310;42.311342;91;19905;44689;2.340000;1
1607;-71.795010;42.229543;92;7416;30707;2.290000;1
1608;-71.801740;42.261343;97;3222;17688;2.470000;0
1609;-71.813490;42.271743;95;21314;31521;2.360000;1
1610;-71.807940;42.248493;99;23615;26152;2.570000;1
1611;-71.871390;42.238449;77;2398;47396;2.690000;0
1612;-71.919290;42.307591;70;4386;72039;2.790000;1
016HH;-71.911210;42.350326;;0;0;0.000000;1
1701;-71.423440;42.318695;86;31010;70613;2.520000;0
1702;-71.421620;42.283995;93;36061;42614;2.350000;1
1718;-71.427210;42.519739;99;438;92203;2.320000;0
1719;-71.512440;42.486259;75;4868;87618;2.630000;1
1720;-71.442210;42.477142;81;19813;91492;2.710000;0
1721;-71.458870;42.257956;82;14674;68392;2.560000;1
1730;-71.275050;42.496679;80;12566;87962;2.600000;0
1731;-71.275570;42.459085;92;2933;49940;3.430000;1
1740;-71.612670;42.437086;66;4148;102798;2.910000;0
1741;-71.350850;42.528600;71;4717;129811;2.920000;0
1742;-71.374780;42.457201;77;17073;95997;2.620000;1
1745;-71.504690;42.295544;76;340;85230;2.050000;1
1746;-71.437980;42.196065;78;13801;78092;2.870000;0
1747;-71.536630;42.125536;81;5696;60651;2.540000;0
1748;-71.534180;42.220447;75;13346;89281;2.970000;1
1749;-71.557910;42.389813;84;18113;58549;2.570000;0
1752;-71.547530;42.350909;85;36255;56879;2.470000;1
1754;-71.455940;42.430781;86;10433;60812;2.430000;1
1756;-71.544750;42.092006;70;5286;71164;2.900000;0
1757;-71.521500;42.149176;86;27010;50840;2.550000;0
1760;-71.353690;42.290763;87;31887;69832;2.420000;1
1770;-71.372030;42.231025;69;4200;121693;2.950000;1
1772;-71.533690;42.297643;76;8441;105160;3.020000;0
1773;-71.303160;42.425537;72;5152;105860;2.590000;1
1775;-71.510860;42.423882;71;5902;96290;2.820000;1
1776;-71.429890;42.385320;78;16841;118579;3.020000;0
1778;-71.356440;42.345583;79;13222;101585;2.800000;1
1801;-71.152060;42.484545;90;37258;54897;2.470000;1
1803;-71.200090;42.506362;86;22876;75240;2.760000;0
1810;-71.151300;42.646942;81;31247;87683;2.740000;0
1821;-71.250550;42.548050;85;29274;67884;2.940000;0
1824;-71.354400;42.595491;83;25428;73882;2.670000;0
1826;-71.316010;42.677772;83;28562;57676;2.730000;1
1827;-71.502930;42.671356;64;2822;86891;3.070000;0
1830;-71.070110;42.785190;85;24122;46475;2.470000;1
1832;-71.110240;42.781357;86;21431;48798;2.530000;0
1833;-70.982920;42.729437;76;7377;76260;2.870000;1
1834;-71.024880;42.750691;78;6038;69167;2.930000;1
1835;-71.085180;42.757767;85;13416;55505;2.530000;0
1840;-71.161820;42.706941;98;4450;12307;2.070000;0
1841;-71.166670;42.711590;99;44339;26944;3.110000;1
1843;-71.160790;42.691091;97;23189;34851;2.750000;1
1844;-71.179350;42.730040;86;43854;49604;2.620000;1
1845;-71.111710;42.683841;81;27202;72728;2.600000;1
1850;-71.305040;42.655791;99;15808;40418;2.750000;0
1851;-71.332380;42.630915;98;29631;42081;2.890000;0
1852;-71.298490;42.634112;97;32904;38576;2.500000;1
1854;-71.333490;42.649758;97;26824;35371;2.630000;1
1860;-71.002070;42.834246;78;6138;58692;2.730000;0
1862;-71.291100;42.573592;82;10074;65460;2.820000;1
1863;-71.393230;42.634199;86;8430;60456;2.440000;0
1864;-71.098210;42.583436;81;13865;76784;2.860000;1
1867;-71.109940;42.525850;88;23708;77059;2.710000;0
1876;-71.220720;42.601684;83;28484;69581;2.820000;1
1879;-71.416950;42.671589;77;11088;69714;2.970000;0
1880;-71.071320;42.501345;91;24804;66117;2.520000;0
1886;-71.437550;42.592086;78;20754;98272;3.030000;1
1887;-71.170320;42.558576;83;21335;70741;3.010000;1
1890;-71.142760;42.451945;91;20810;94049;2.650000;0
018HH;-71.120610;42.735906;;0;0;0.000000;0
1902;-70.941140;42.469946;100;47625;31751;2.530000;0
1904;-70.965790;42.490421;93;18052;56284;2.660000;1
1905;-70.974110;42.464879;96;23410;37099;2.760000;0
1906;-71.009800;42.462796;88;26041;55364;2.600000;0
1907;-70.905880;42.474409;95;14412;71089;2.480000;0
1908;-70.928090;42.427096;90;3632;64052;2.200000;0
1913;-70.935470;42.854423;83;16397;51906;2.520000;1
1915;-70.875700;42.560995;88;39862;53984;2.390000;0
1921;-71.008450;42.677869;71;7921;113212;3.080000;1
1922;-70.926490;42.760870;71;2854;81276;3.050000;1
1923;-70.943220;42.569756;86;25212;58779;2.530000;0
1929;-70.779260;42.631753;67;3267;59554;2.490000;0
1930;-70.675520;42.624015;82;30273;47722;2.380000;1
1938;-70.840070;42.682965;73;12987;57284;2.420000;0
1940;-71.028350;42.527895;82;11542;80626;2.750000;0
1944;-70.764620;42.580033;76;5228;73467;2.400000;1
1945;-70.863240;42.497146;94;20377;73968;2.370000;0
1949;-71.013560;42.602278;76;7744;81395;2.750000;0
1950;-70.863630;42.809891;85;18387;58523;2.230000;1
1951;-70.868660;42.780141;67;2718;75049;2.590000;1
1952;-70.861540;42.850480;75;7827;49310;2.530000;1
1960;-70.961470;42.534045;90;48129;54829;2.550000;1
1966;-70.617270;42.659936;82;7767;50661;2.200000;0
1969;-70.908990;42.716708;71;5500;62130;2.770000;1
1970;-70.898500;42.516845;95;40407;44033;2.240000;0
1982;-70.865130;42.616643;76;8315;72000;2.870000;1
1983;-70.944250;42.642471;75;6141;96430;2.870000;0
1984;-70.876180;42.600518;76;4440;90524;2.700000;1
1985;-70.972860;42.790736;70;4149;92828;2.980000;0
019HH;-70.777570;42.625400;;0;0;0.000000;0
2019;-71.479530;42.075122;79;15314;64496;2.750000;0
2021;-71.134300;42.166776;81;20614;69260;2.560000;0
2025;-70.812240;42.241908;78;7261;84156;2.690000;0
2026;-71.165530;42.244609;88;23527;61631;2.610000;0
2030;-71.282420;42.238880;72;5558;141818;3.010000;0
2032;-71.213630;42.153912;84;3914;77227;2.820000;0
2035;-71.242330;42.061427;79;16246;64323;2.630000;0
2038;-71.406910;42.089104;82;29560;71174;2.850000;1
2043;-70.887640;42.225708;80;19882;83018;2.720000;0
2045;-70.876630;42.286347;92;11050;52377;2.440000;1
2048;-71.219110;42.019982;82;22414;66925;2.820000;1
2050;-70.691730;42.109763;80;24757;66434;2.710000;1
2052;-71.304760;42.185571;80;12273;97748;3.020000;1
2053;-71.423160;42.151526;81;12448;75135;2.950000;1
2054;-71.361780;42.166398;77;7902;62806;2.620000;1
2056;-71.328560;42.111836;78;10460;86153;3.090000;1
2061;-70.820510;42.152430;74;9765;87397;2.940000;1
2062;-71.201660;42.185974;89;28587;58421;2.410000;1
2066;-70.751310;42.205038;81;17430;71117;2.660000;0
2067;-71.179230;42.113749;78;17396;89178;2.920000;0
2071;-71.272390;42.101406;77;995;79811;3.520000;0
2072;-71.106270;42.125432;85;27149;57838;2.600000;0
2081;-71.253750;42.145237;81;17927;72861;2.660000;1
2090;-71.207350;42.212949;83;14100;87638;2.730000;0
2093;-71.346180;42.059700;74;10554;78043;2.890000;0
020HH;-70.763290;42.157445;;0;0;0.000000;0
2108;-71.064090;42.357903;99;3309;71199;1.540000;0
2109;-71.054180;42.361477;100;3492;78254;1.610000;0
2110;-71.053650;42.356532;98;1356;79085;1.450000;0
2111;-71.061010;42.349838;100;5180;20354;2.040000;1
2113;-71.056370;42.365028;100;6378;47547;1.560000;1
2114;-71.067750;42.361792;100;11200;55678;1.520000;0
2115;-71.092690;42.343080;100;25202;28244;1.690000;1
2116;-71.073720;42.349622;100;19448;60467;1.590000;0
2118;-71.072770;42.338724;100;22074;38550;1.850000;1
2119;-71.084550;42.324511;99;23781;26120;2.620000;1
2120;-71.096520;42.332099;100;11218;30658;2.710000;1
2121;-71.081280;42.307448;100;24880;27211;2.790000;1
2122;-71.054540;42.296298;99;23870;40021;2.810000;1
2124;-71.071560;42.287130;100;51344;36025;2.930000;0
2125;-71.058110;42.316852;99;33952;35513;2.850000;1
2126;-71.094270;42.272098;99;28147;38581;2.950000;0
2127;-71.045620;42.334990;99;29530;39625;2.100000;0
2128;-71.025510;42.378297;98;38413;31013;2.650000;1
2129;-71.064950;42.378619;99;15195;55700;2.050000;0
2130;-71.111710;42.309998;98;36232;46592;2.320000;0
2131;-71.130530;42.284678;99;32404;46722;2.620000;1
2132;-71.159800;42.279432;95;23826;57179;2.310000;1
2134;-71.131650;42.355147;99;21333;32145;2.260000;0
2135;-71.153500;42.348418;99;44016;43139;2.140000;1
2136;-71.125940;42.252198;96;28337;41144;2.620000;0
2138;-71.128030;42.379146;99;35556;55726;1.860000;0
2139;-71.104320;42.364347;100;34638;44382;2.130000;1
2140;-71.128380;42.393327;99;16846;50640;2.140000;1
2141;-71.084430;42.370519;100;12271;40475;2.150000;0
2142;-71.084130;42.362297;91;2065;56731;1.670000;0
2143;-71.099080;42.381929;100;25135;45095;2.220000;0
2144;-71.121660;42.399546;100;25062;53294;2.260000;1
2145;-71.092260;42.390846;100;26861;41226;2.660000;1
2148;-71.060600;42.428549;99;56340;45654;2.420000;0
2149;-71.052210;42.409916;99;38037;40661;2.450000;0
2150;-71.033530;42.396382;100;35080;30161;2.870000;0
2151;-71.005250;42.416247;98;47283;37067;2.410000;0
2152;-70.978040;42.373047;98;18303;53122;2.300000;1
2155;-71.109430;42.419846;97;56185;52512;2.430000;0
